Episode,Dataset,Qty fog nodes,Strategy,Random seed,P1,P2,P3,P4,P5,Simulation time,Avg task time,Total energy,Gateway idle energy,Gateway busy energy,Gateway total energy,Avg Gateway Busy Time,Avg Reward
55,1k,16,TP_DRL,42,246,86,7,0,0,2540.0,20.37515673077069,1211492.029860465,237998.0,0.0,237998.0,0.0,0.0410593175877512
56,1k,16,TP_DRL,42,280,76,7,0,0,2597.2317421529683,20.210841095976345,1193786.587290099,243360.6142397332,0.0,243360.6142397332,0.0,0.0394431337154591
57,1k,16,TP_DRL,42,234,73,8,0,0,2597.231738844905,20.573763359344053,1246337.2672579794,243360.6139297677,0.0,243360.6139297677,0.0,0.0557471014733833
58,1k,16,TP_DRL,42,225,74,6,0,0,2548.718963737201,19.860213684243185,1244669.8404355664,238814.96690217577,0.0,238814.96690217577,0.0,0.061545418718981
59,1k,16,TP_DRL,42,236,74,8,0,0,2540.0,20.163805448224984,1231113.1350673875,237998.0,0.0,237998.0,0.0,0.0544420306647322
60,1k,16,TP_DRL,42,254,85,8,0,0,2548.718963737201,19.88232028694179,1199252.551148432,238814.96690217577,0.0,238814.96690217577,0.0,0.0409736668687501
61,1k,16,TP_DRL,42,244,86,8,0,0,2597.2317446777256,20.219584660850085,1221383.6087070324,243360.6144763029,0.0,243360.6144763029,0.0,0.0410839128818337
62,1k,16,TP_DRL,42,250,72,10,0,0,2544.568093430034,20.040379673968538,1216534.39972702,238426.0303543942,0.0,238426.0303543942,0.0,0.0495231453677578
63,1k,16,TP_DRL,42,232,69,8,0,0,2597.231712494638,20.088783432568324,1250619.7181797533,243360.6114607476,0.0,243360.6114607476,0.0,0.0596156928635926
64,1k,16,TP_DRL,42,255,76,8,0,0,2597.231732240437,19.55547133521033,1213894.5168538282,243360.6133109289,0.0,243360.6133109289,0.0,0.0476815561339435
65,1k,16,TP_DRL,42,230,84,10,0,0,2548.718963737201,19.59483671009125,1221280.5236949215,238814.96690217577,0.0,238814.96690217577,0.0,0.0486617628843292
66,1k,16,TP_DRL,42,242,82,6,0,0,2597.231738844905,19.76926421897672,1225344.91075167,243360.6139297677,0.0,243360.6139297677,0.0,0.0483912276976224
67,1k,16,TP_DRL,42,267,80,11,0,0,2597.2317473540165,19.97379888206627,1197788.540350116,243360.61472707137,0.0,243360.61472707137,0.0,0.0360512723963529
68,1k,16,TP_DRL,42,222,65,10,0,0,2548.718963737201,19.68805813383304,1251601.8310141116,238814.96690217577,0.0,238814.96690217577,0.0,0.065333173028581
69,1k,16,TP_DRL,42,230,77,9,0,0,2597.2317193205768,19.00419087606551,1232230.024371799,243360.61210033804,0.0,243360.61210033804,0.0,0.0553202628549896
70,1k,16,TP_DRL,42,230,79,7,0,0,2548.718963737201,19.44380389711431,1228831.7977662364,238814.96690217577,0.0,238814.96690217577,0.0,0.0564730254157797
71,1k,16,TP_DRL,42,239,70,6,0,0,2548.718963737201,18.88556970865316,1225347.758985252,238814.96690217577,0.0,238814.96690217577,0.0,0.0597483715350199
72,1k,16,TP_DRL,42,233,83,7,0,0,2597.231738844905,18.74447724052181,1225098.278350508,243360.6139297677,0.0,243360.6139297677,0.0,0.0526427862538847
73,1k,16,TP_DRL,42,236,71,6,0,0,2548.718963737201,18.30633852051816,1222415.9790176414,238814.96690217577,0.0,238814.96690217577,0.0,0.0616301365378303
74,1k,16,TP_DRL,42,241,68,9,0,0,2597.2317193205768,18.677187232512107,1228162.590424066,243360.61210033804,0.0,243360.61210033804,0.0,0.0588163531485317
75,1k,16,TP_DRL,42,249,68,10,0,0,2597.231732240437,19.336716847442418,1224825.1998706397,243360.6133109289,0.0,243360.6133109289,0.0,0.0530568574724562
76,1k,16,TP_DRL,42,226,72,9,0,0,2597.231738844905,19.43666515369353,1248446.136208909,243360.6139297677,0.0,243360.6139297677,0.0,0.0582358657170725
77,1k,16,TP_DRL,42,239,75,6,0,0,2597.2317421529683,19.92283541033613,1238455.7105802507,243360.6142397332,0.0,243360.6142397332,0.0,0.055778320681539
78,1k,16,TP_DRL,42,240,75,10,0,0,2548.718963737201,19.26162523282894,1218256.3872377698,238814.96690217577,0.0,238814.96690217577,0.0,0.052210323413055
79,1k,16,TP_DRL,42,232,72,12,0,0,2548.718963737201,19.048600691800832,1226256.3446343073,238814.96690217577,0.0,238814.96690217577,0.0,0.0556759002684912
80,1k,16,TP_DRL,42,238,72,6,0,0,2597.2317416937094,19.492890073212205,1239373.7247523586,243360.61419670057,0.0,243360.61419670057,0.0,0.0588333854374014
81,1k,16,TP_DRL,42,227,60,6,0,0,2548.718963737201,19.24367386405643,1250998.9514687709,238814.96690217577,0.0,238814.96690217577,0.0,0.070091854358248
82,1k,16,TP_DRL,42,259,65,7,0,0,2597.231732240437,19.345157271224323,1221373.8088138793,243360.6133109289,0.0,243360.6133109289,0.0,0.0543851032722994
83,1k,16,TP_DRL,42,236,70,14,0,0,2548.718963737201,19.294705453106875,1225092.1155818622,238814.96690217577,0.0,238814.96690217577,0.0,0.0517501776546916
84,1k,16,TP_DRL,42,241,78,8,0,0,2548.718963737201,19.901470235820312,1220927.3409405812,238814.96690217577,0.0,238814.96690217577,0.0,0.0506006187561625
85,1k,16,TP_DRL,42,249,77,11,0,0,2597.2317193205768,18.802237935232903,1211752.3373789394,243360.61210033804,0.0,243360.61210033804,0.0,0.0463468144782458
86,1k,16,TP_DRL,42,254,58,11,0,0,2548.718963737201,18.602566143522363,1213697.6687434076,238814.96690217577,0.0,238814.96690217577,0.0,0.0580362048123943
87,1k,16,TP_DRL,42,239,70,7,0,0,2597.231738844905,18.85839130822501,1233417.2208498055,243360.6139297677,0.0,243360.6139297677,0.0,0.0586179752303029
88,1k,16,TP_DRL,42,234,77,4,0,0,2597.231732240437,18.942733122948283,1235480.344838031,243360.6133109289,0.0,243360.6133109289,0.0,0.0574752611828142
89,1k,16,TP_DRL,42,220,66,4,0,0,2548.718963737201,18.927788943432635,1252990.681988638,238814.96690217577,0.0,238814.96690217577,0.0,0.0717735317532979
90,1k,16,TP_DRL,42,237,71,7,0,0,2548.718963737201,18.97460497437522,1225777.0822958583,238814.96690217577,0.0,238814.96690217577,0.0,0.0583131051290447
91,1k,16,TP_DRL,42,230,65,7,0,0,2548.718963737201,19.25735687779185,1242635.924245451,238814.96690217577,0.0,238814.96690217577,0.0,0.0635502203432149
92,1k,16,TP_DRL,42,245,77,9,0,0,2597.231738844905,19.595751607340414,1223241.673020213,243360.6139297677,0.0,243360.6139297677,0.0,0.0467352633254649
93,1k,16,TP_DRL,42,221,82,5,0,0,2597.2317455332995,19.5269113242686,1248043.593931627,243360.6145564702,0.0,243360.6145564702,0.0,0.058592225904175
94,1k,16,TP_DRL,42,253,83,4,0,0,2597.2317416937094,19.0355355180422,1209840.808567939,243360.61419670057,0.0,243360.61419670057,0.0,0.0475499484639965
95,1k,16,TP_DRL,42,244,64,7,0,0,2548.718963737201,18.581509786208237,1222462.3676650105,238814.96690217577,0.0,238814.96690217577,0.0,0.0607939125075163
96,1k,16,TP_DRL,42,238,71,7,0,0,2548.718963737201,18.85571734958644,1224241.308564841,238814.96690217577,0.0,238814.96690217577,0.0,0.0588136329880677
97,1k,16,TP_DRL,42,235,67,9,0,0,2597.231732240437,19.523485942275432,1244093.5251894484,243360.6133109289,0.0,243360.6133109289,0.0,0.0595009490430307
98,1k,16,TP_DRL,42,237,69,7,0,0,2597.231732240437,19.443008069180408,1240044.19294644,243360.6133109289,0.0,243360.6133109289,0.0,0.0593806336124929
99,1k,16,TP_DRL,42,240,66,6,0,0,2597.231732240437,19.611842536677333,1243137.5481783077,243360.6133109289,0.0,243360.6133109289,0.0,0.0608452317154589
100,1k,16,TP_DRL,42,228,69,11,0,0,2597.231732240437,19.44238255185192,1246657.2332050935,243360.6133109289,0.0,243360.6133109289,0.0,0.0578928364335095
101,1k,16,TP_DRL,42,239,87,9,0,0,2597.231732240437,18.872207876610435,1213864.640894973,243360.6133109289,0.0,243360.6133109289,0.0,0.0445488387447959
102,1k,16,TP_DRL,42,225,76,5,0,0,2597.231732240437,19.66385294207678,1248557.521480737,243360.6133109289,0.0,243360.6133109289,0.0,0.0620977053436922
103,1k,16,TP_DRL,42,247,81,6,0,0,2597.231712494638,18.81036873658866,1213495.198067186,243360.6114607476,0.0,243360.6114607476,0.0,0.0502948843213136
104,1k,16,TP_DRL,42,231,58,2,0,0,2597.2317193205768,19.29550755541557,1262799.055525888,243360.61210033804,0.0,243360.61210033804,0.0,0.0740781151272662
105,1k,16,TP_DRL,42,246,78,3,0,0,2597.231732240437,19.28053741394212,1224695.195316634,243360.6133109289,0.0,243360.6133109289,0.0,0.0556489587967628
106,1k,16,TP_DRL,42,237,71,9,0,0,2548.718963737201,18.403148407351942,1220906.3138896406,238814.96690217577,0.0,238814.96690217577,0.0,0.0583458351858871
107,1k,16,TP_DRL,42,224,78,11,0,0,2597.231738844905,18.61168464626515,1234735.484559422,243360.6139297677,0.0,243360.6139297677,0.0,0.0546406167630048
108,1k,16,TP_DRL,42,235,65,10,0,0,2548.718963737201,19.06019090694043,1233826.4946125676,238814.96690217577,0.0,238814.96690217577,0.0,0.0614619091308289
109,1k,16,TP_DRL,42,237,74,9,0,0,2548.718963737201,18.4408799899348,1217127.5509008246,238814.96690217577,0.0,238814.96690217577,0.0,0.0558270157819311
110,1k,16,TP_DRL,42,248,71,9,0,0,2597.2317421529683,19.57602711353144,1225356.1855627024,243360.6142397332,0.0,243360.6142397332,0.0,0.0514547658500025
111,1k,16,TP_DRL,42,235,70,10,0,0,2548.718963737201,19.552329454967104,1232240.1235261925,238814.96690217577,0.0,238814.96690217577,0.0,0.0565687314906313
112,1k,16,TP_DRL,42,249,71,6,0,0,2597.231732240437,19.44450002079994,1227077.488277722,243360.6133109289,0.0,243360.6133109289,0.0,0.0550136354161952
113,1k,16,TP_DRL,42,231,69,5,0,0,2548.718963737201,19.51083528643373,1243239.4189795994,238814.96690217577,0.0,238814.96690217577,0.0,0.0628671355571553
114,1k,16,TP_DRL,42,225,60,9,0,0,2548.718963737201,19.23045487098248,1249444.5079837448,238814.96690217577,0.0,238814.96690217577,0.0,0.0676904560984133
115,1k,16,TP_DRL,42,231,73,10,0,0,2597.231738844905,18.84909676628704,1234819.5086274084,243360.6139297677,0.0,243360.6139297677,0.0,0.0561227432152547
116,1k,16,TP_DRL,42,255,74,10,0,0,2548.718963737201,18.438532116392334,1196173.6763033315,238814.96690217577,0.0,238814.96690217577,0.0,0.0502498417030792
117,1k,16,TP_DRL,42,241,71,9,0,0,2548.718963737201,19.137100723282224,1221891.943135128,238814.96690217577,0.0,238814.96690217577,0.0,0.0559100205207804
118,1k,16,TP_DRL,42,248,75,6,0,0,2548.718963737201,18.853885109718767,1208994.3184159277,238814.96690217577,0.0,238814.96690217577,0.0,0.0533683092206959
119,1k,16,TP_DRL,42,242,77,11,0,0,2597.231732240437,18.81299677078385,1219115.2783151497,243360.6133109289,0.0,243360.6133109289,0.0,0.0483021789373124
120,1k,16,TP_DRL,42,242,67,5,0,0,2597.231732240437,18.948117503364102,1237500.5852817893,243360.6133109289,0.0,243360.6133109289,0.0,0.0613782360641486
121,1k,16,TP_DRL,42,220,70,9,0,0,2548.718963737201,19.01127616893949,1243427.0411078187,238814.96690217577,0.0,238814.96690217577,0.0,0.0627637479564186
122,1k,16,TP_DRL,42,233,67,8,0,0,2597.2317421529683,19.249953794233853,1244970.9087430304,243360.6142397332,0.0,243360.6142397332,0.0,0.060853933675086
123,1k,16,TP_DRL,42,235,80,9,0,0,2548.718963737201,19.294334196136223,1219129.842824238,238814.96690217577,0.0,238814.96690217577,0.0,0.0506428974791065
124,1k,16,TP_DRL,42,229,82,4,0,0,2548.718963737201,18.917396954549638,1225847.124535458,238814.96690217577,0.0,238814.96690217577,0.0,0.0583563906430418
125,1k,16,TP_DRL,42,242,76,2,0,0,2597.231732240437,18.5908567914739,1226505.711561968,243360.6133109289,0.0,243360.6133109289,0.0,0.0597517855439922
126,1k,16,TP_DRL,42,223,70,5,0,0,2597.2317193205768,19.57390541897948,1259278.1831604042,243360.61210033804,0.0,243360.61210033804,0.0,0.0660234898692448
127,1k,16,TP_DRL,42,229,83,9,0,0,2597.231732240437,19.050434849571275,1229079.8862632674,243360.6133109289,0.0,243360.6133109289,0.0,0.0513942419035053
128,1k,16,TP_DRL,42,247,79,5,0,0,2597.231732240437,19.4168522091643,1221427.4784315063,243360.6133109289,0.0,243360.6133109289,0.0,0.0514610286302622
129,1k,16,TP_DRL,42,238,71,8,0,0,2597.231732240437,18.93554678506308,1232758.5968676005,243360.6133109289,0.0,243360.6133109289,0.0,0.0575584258762495
130,1k,16,TP_DRL,42,234,66,6,0,0,2597.231738844905,18.947390836686434,1243894.103064281,243360.6139297677,0.0,243360.6139297677,0.0,0.0640220688561492
131,1k,16,TP_DRL,42,234,71,6,0,0,2597.231732240437,19.226963185368614,1241921.7596818812,243360.6133109289,0.0,243360.6133109289,0.0,0.0605601487712809
132,1k,16,TP_DRL,42,226,74,10,0,0,2548.718963737201,18.99982780717266,1231673.0184697136,238814.96690217577,0.0,238814.96690217577,0.0,0.0581118144480116
133,1k,16,TP_DRL,42,223,65,6,0,0,2597.231732240437,18.936886067908933,1256035.4298573488,243360.6133109289,0.0,243360.6133109289,0.0,0.0673172322786782
134,1k,16,TP_DRL,42,235,82,6,0,0,2548.718963737201,19.28916341884557,1220634.858627615,238814.96690217577,0.0,238814.96690217577,0.0,0.0533019631694697
135,1k,16,TP_DRL,42,230,68,8,0,0,2548.718963737201,18.986020916991084,1236771.3893751402,238814.96690217577,0.0,238814.96690217577,0.0,0.0625594999267418
136,1k,16,TP_DRL,42,222,77,4,0,0,2548.718963737201,18.67064129729457,1235352.4476911463,238814.96690217577,0.0,238814.96690217577,0.0,0.0634270427309888
137,1k,16,TP_DRL,42,243,73,6,0,0,2597.231732240437,18.88137714208371,1227568.894039885,243360.6133109289,0.0,243360.6133109289,0.0,0.0558571555429828
138,1k,16,TP_DRL,42,221,69,10,0,0,2548.718963737201,19.18124504325965,1245187.745893132,238814.96690217577,0.0,238814.96690217577,0.0,0.0615714708986032
139,1k,16,TP_DRL,42,242,70,8,0,0,2597.2317421529683,19.21101930957119,1233310.437685731,243360.6142397332,0.0,243360.6142397332,0.0,0.0562255268636516
140,1k,16,TP_DRL,42,212,72,4,0,0,2548.718963737201,18.86441281461906,1252919.546511546,238814.96690217577,0.0,238814.96690217577,0.0,0.0698986241072542
141,1k,16,TP_DRL,42,225,76,8,0,0,2597.231748799399,18.68969432542754,1240118.998324242,243360.6148625037,0.0,243360.6148625037,0.0,0.059901351890781
142,1k,16,TP_DRL,42,238,69,5,0,0,2548.718963737201,19.036088899091677,1229415.2825843275,238814.96690217577,0.0,238814.96690217577,0.0,0.0611867397169479
143,1k,16,TP_DRL,42,229,78,9,0,0,2548.718963737201,18.887083842280813,1222306.9729196213,238814.96690217577,0.0,238814.96690217577,0.0,0.0545046047089262
144,1k,16,TP_DRL,42,231,67,7,0,0,2548.718963737201,18.86490149070796,1236791.1626617108,238814.96690217577,0.0,238814.96690217577,0.0,0.0642980142846067
145,1k,16,TP_DRL,42,217,72,6,0,0,2548.718963737201,19.697359700610672,1251693.3111837106,238814.96690217577,0.0,238814.96690217577,0.0,0.0659405846648543
146,1k,16,TP_DRL,42,233,75,7,0,0,2597.231738844905,19.19566269272877,1236577.273739261,243360.6139297677,0.0,243360.6139297677,0.0,0.0565716444487565
147,1k,16,TP_DRL,42,241,68,8,0,0,2548.718963737201,18.623042213949308,1219754.7822914897,238814.96690217577,0.0,238814.96690217577,0.0,0.0568644259257093
148,1k,16,TP_DRL,42,238,67,8,0,0,2548.718963737201,18.78934451334927,1227512.8667551728,238814.96690217577,0.0,238814.96690217577,0.0,0.0614766060421917
149,1k,16,TP_DRL,42,253,68,8,0,0,2548.718963737201,19.154417232630667,1210076.5522156518,238814.96690217577,0.0,238814.96690217577,0.0,0.0523179263271696
150,1k,16,TP_DRL,42,249,70,9,0,0,2597.231732240437,19.13129927565561,1223137.7640235364,243360.6133109289,0.0,243360.6133109289,0.0,0.0509882039813893
151,1k,16,TP_DRL,42,243,70,8,0,0,2548.718963737201,19.014632427322937,1220251.259475561,238814.96690217577,0.0,238814.96690217577,0.0,0.0575291752415556
152,1k,16,TP_DRL,42,235,64,6,0,0,2548.718963737201,18.604577766841437,1233645.4187071768,238814.96690217577,0.0,238814.96690217577,0.0,0.0665947502180222
153,1k,16,TP_DRL,42,230,68,8,0,0,2548.718963737201,18.98602091699111,1236771.3893751402,238814.96690217577,0.0,238814.96690217577,0.0,0.0625594999267418
154,1k,16,TP_DRL,42,238,77,7,0,0,2548.718963737201,19.163646368950417,1221136.9939378318,238814.96690217577,0.0,238814.96690217577,0.0,0.053919258024173
155,1k,16,TP_DRL,42,237,67,7,0,0,2597.231738844905,19.03922977412488,1238716.3678150857,243360.6139297677,0.0,243360.6139297677,0.0,0.0622258779217085
156,1k,16,TP_DRL,42,213,67,8,0,0,2597.231732240437,18.754320873516367,1260639.5525139575,243360.6133109289,0.0,243360.6133109289,0.0,0.0691497516404974
157,1k,16,TP_DRL,42,238,71,7,0,0,2548.718963737201,18.911685586469854,1224879.401954677,238814.96690217577,0.0,238814.96690217577,0.0,0.0573238613271704
158,1k,16,TP_DRL,42,227,65,9,0,0,2548.718963737201,18.83591338658271,1239313.008211375,238814.96690217577,0.0,238814.96690217577,0.0,0.0642203023522438
159,1k,16,TP_DRL,42,230,68,8,0,0,2548.718963737201,18.986020916991095,1236771.3893751402,238814.96690217577,0.0,238814.96690217577,0.0,0.0625594999267418
160,1k,16,TP_DRL,42,236,83,5,0,0,2597.2317473540165,18.907170689430245,1223732.551479199,243360.61472707137,0.0,243360.61472707137,0.0,0.052487352965945
161,1k,16,TP_DRL,42,229,71,4,0,0,2597.231732240437,18.7131541240563,1245733.902854496,243360.6133109289,0.0,243360.6133109289,0.0,0.0657200083932719
162,1k,16,TP_DRL,42,241,79,11,0,0,2548.718963737201,19.118606622097207,1209782.8663413592,238814.96690217577,0.0,238814.96690217577,0.0,0.0483776896964859
163,1k,16,TP_DRL,42,232,73,8,0,0,2597.231712494638,18.7051773753039,1235986.5658331315,243360.6114607476,0.0,243360.6114607476,0.0,0.0588642754061954
164,1k,16,TP_DRL,42,225,83,6,0,0,2597.231732240437,18.80558049783779,1235237.758140928,243360.6133109289,0.0,243360.6133109289,0.0,0.05707809426468
165,1k,16,TP_DRL,42,235,73,8,0,0,2548.718963737201,19.637040273451877,1229587.1611184997,238814.96690217577,0.0,238814.96690217577,0.0,0.0551647917167333
166,1k,16,TP_DRL,42,237,71,5,0,0,2597.231732240437,18.659630940159357,1233707.006167987,243360.6133109289,0.0,243360.6133109289,0.0,0.0617792809136503
167,1k,16,TP_DRL,42,252,71,7,0,0,2597.231738844905,19.059579373577805,1219652.3986055164,243360.6139297677,0.0,243360.6139297677,0.0,0.0524245363780613
168,1k,16,TP_DRL,42,232,67,7,0,0,2548.718963737201,18.34854219706064,1230128.09354366,238814.96690217577,0.0,238814.96690217577,0.0,0.0636017104914125
169,1k,16,TP_DRL,42,238,68,9,0,0,2548.718963737201,19.336679784051213,1229607.9503903117,238814.96690217577,0.0,238814.96690217577,0.0,0.0586979339894762
170,1k,16,TP_DRL,42,226,70,9,0,0,2548.718963737201,19.77963195067774,1242334.1635860405,238814.96690217577,0.0,238814.96690217577,0.0,0.0598225045320899
171,1k,16,TP_DRL,42,219,67,11,0,0,2597.231732240437,19.761631532728074,1260754.202129987,243360.6133109289,0.0,243360.6133109289,0.0,0.0630360382560844
172,1k,16,TP_DRL,42,230,69,7,0,0,2548.718963737201,18.78309206328539,1232950.7750763092,238814.96690217577,0.0,238814.96690217577,0.0,0.0611466199024777
173,1k,16,TP_DRL,42,232,75,6,0,0,2548.718963737201,19.213097409728785,1228554.1886071204,238814.96690217577,0.0,238814.96690217577,0.0,0.0578200861445912
174,1k,16,TP_DRL,42,235,68,6,0,0,2597.2317416937094,18.708680893307065,1238880.3828977048,243360.61419670057,0.0,243360.61419670057,0.0,0.063489379997036
175,1k,16,TP_DRL,42,247,71,5,0,0,2548.718963737201,18.43606599693908,1212973.554003131,238814.96690217577,0.0,238814.96690217577,0.0,0.0579901320126081
176,1k,16,TP_DRL,42,242,79,9,0,0,2548.718963737201,18.84437986269818,1208214.5394903985,238814.96690217577,0.0,238814.96690217577,0.0,0.0511762105268575
177,1k,16,TP_DRL,42,229,70,5,0,0,2548.718963737201,19.01578124115165,1237784.2696728006,238814.96690217577,0.0,238814.96690217577,0.0,0.0653958266329975
178,1k,16,TP_DRL,42,237,69,7,0,0,2548.718963737201,18.42273016029873,1223683.971748138,238814.96690217577,0.0,238814.96690217577,0.0,0.0595075910795479
179,1k,16,TP_DRL,42,252,78,7,0,0,2597.231732240437,19.363354923502577,1215098.0015436704,243360.6133109289,0.0,243360.6133109289,0.0,0.0488953637023745
180,1k,16,TP_DRL,42,244,73,6,0,0,2548.718963737201,19.26457509724299,1220230.3120352642,238814.96690217577,0.0,238814.96690217577,0.0,0.0546829856021887
181,1k,16,TP_DRL,42,230,65,8,0,0,2548.718963737201,18.94844760169449,1239685.5093902042,238814.96690217577,0.0,238814.96690217577,0.0,0.0647826513570921
182,1k,16,TP_DRL,42,236,69,10,0,0,2548.718963737201,17.991598961171626,1217701.6979506507,238814.96690217577,0.0,238814.96690217577,0.0,0.0595811459021667
183,1k,16,TP_DRL,42,238,66,9,0,0,2548.718963737201,19.179796375452117,1230375.4922801163,238814.96690217577,0.0,238814.96690217577,0.0,0.061166043962229
184,1k,16,TP_DRL,42,239,68,7,0,0,2548.718963737201,19.11925913880395,1228238.5744096162,238814.96690217577,0.0,238814.96690217577,0.0,0.0578878083324207
185,1k,16,TP_DRL,42,237,66,7,0,0,2548.718963737201,17.837413389024366,1221604.4594631386,238814.96690217577,0.0,238814.96690217577,0.0,0.0648203369606907
186,1k,16,TP_DRL,42,228,74,10,0,0,2597.2317421529683,19.529109972570264,1243764.767716097,243360.6142397332,0.0,243360.6142397332,0.0,0.0566752912907162
187,1k,16,TP_DRL,42,240,72,8,0,0,2597.231748799399,19.095486485596123,1231243.6404364342,243360.6148625037,0.0,243360.6148625037,0.0,0.0554232198225128
188,1k,16,TP_DRL,42,239,68,7,0,0,2548.718963737201,19.119259138803955,1228238.5744096162,238814.96690217577,0.0,238814.96690217577,0.0,0.0578878083324207
189,1k,16,TP_DRL,42,243,64,6,0,0,2597.231748799399,18.369359736460837,1232095.825613249,243360.6148625037,0.0,243360.6148625037,0.0,0.0636124130681684
190,1k,16,TP_DRL,42,219,73,8,0,0,2597.231732240437,18.910650736281475,1249912.2987489426,243360.6133109289,0.0,243360.6133109289,0.0,0.0627853747254754
191,1k,16,TP_DRL,42,241,66,7,0,0,2548.718963737201,18.85378669526646,1226924.6483960978,238814.96690217577,0.0,238814.96690217577,0.0,0.0618825568288754
192,1k,16,TP_DRL,42,220,70,11,0,0,2597.2317426798336,20.026882318521928,1258122.7159653355,243360.61428910043,0.0,243360.61428910043,0.0,0.0608483990400098
193,1k,16,TP_DRL,42,225,70,7,0,0,2548.718963737201,19.084390982882383,1239395.5708499842,238814.96690217577,0.0,238814.96690217577,0.0,0.0644330302194388
194,1k,16,TP_DRL,42,238,69,6,0,0,2597.231738844905,19.35747466780912,1239371.9313061363,243360.6139297677,0.0,243360.6139297677,0.0,0.0598734989559183
195,1k,16,TP_DRL,42,239,78,5,0,0,2597.2317416937094,19.01787468999304,1227498.5672671115,243360.61419670057,0.0,243360.61419670057,0.0,0.0553211705451811
196,1k,16,TP_DRL,42,229,76,9,0,0,2597.2317408358044,19.189772637756263,1236802.870299616,243360.6141163149,0.0,243360.6141163149,0.0,0.0562226946974841
197,1k,16,TP_DRL,42,242,70,8,0,0,2548.718963737201,19.006732611006203,1221207.4760564913,238814.96690217577,0.0,238814.96690217577,0.0,0.0579064706545143
198,1k,16,TP_DRL,42,234,67,8,0,0,2548.718963737201,19.56617086205531,1237621.356030247,238814.96690217577,0.0,238814.96690217577,0.0,0.0613610463913172
199,1k,16,TP_DRL,42,227,75,8,0,0,2597.2317421529683,19.57692684261368,1245531.8124407537,243360.6142397332,0.0,243360.6142397332,0.0,0.0579560308715348
200,1k,16,TP_DRL,42,259,74,6,0,0,2597.231732240437,18.96471049240409,1209835.893347211,243360.6133109289,0.0,243360.6133109289,0.0,0.0501850221421065
201,1k,16,TP_DRL,42,234,69,5,0,0,2597.231738844905,18.78994097106912,1240771.0787315527,243360.6139297677,0.0,243360.6139297677,0.0,0.0641667130465791
202,1k,16,TP_DRL,42,244,66,8,0,0,2548.718963737201,19.17821034140698,1223434.179078978,238814.96690217577,0.0,238814.96690217577,0.0,0.0589273924048555
203,1k,16,TP_DRL,42,232,65,8,0,0,2548.718963737201,18.255783340739573,1229738.3159931472,238814.96690217577,0.0,238814.96690217577,0.0,0.0649704658659441
204,1k,16,TP_DRL,42,232,70,6,0,0,2597.231748799399,19.048136496912814,1242981.8382400582,243360.6148625037,0.0,243360.6148625037,0.0,0.0624345066277988
205,1k,16,TP_DRL,42,226,77,8,0,0,2597.231732240437,18.7686496800616,1237311.566800016,243360.6133109289,0.0,243360.6133109289,0.0,0.057059960468932
206,1k,16,TP_DRL,42,238,76,7,0,0,2597.231738844905,18.971999255555623,1228526.7233251275,243360.6139297677,0.0,243360.6139297677,0.0,0.0564396101995299
207,1k,16,TP_DRL,42,239,78,5,0,0,2597.231732240437,18.29138700770358,1222163.065190171,243360.6133109289,0.0,243360.6133109289,0.0,0.0569442167352085
208,1k,16,TP_DRL,42,245,66,6,0,0,2548.718963737201,18.734640466819577,1221276.551576136,238814.96690217577,0.0,238814.96690217577,0.0,0.0613981320791389
209,1k,16,TP_DRL,42,229,75,6,0,0,2548.718963737201,19.44470628562467,1235212.8853073868,238814.96690217577,0.0,238814.96690217577,0.0,0.0596754428420255
210,1k,16,TP_DRL,42,240,73,6,0,0,2548.718963737201,18.032528244622288,1213900.9582416904,238814.96690217577,0.0,238814.96690217577,0.0,0.0585163710925083
211,1k,16,TP_DRL,42,234,66,5,0,0,2597.2317460601653,18.981683347914046,1245724.353570965,243360.6146058375,0.0,243360.6146058375,0.0,0.0643536267969285
212,1k,16,TP_DRL,42,227,82,13,0,0,2548.718963737201,18.762831390724067,1216892.2645581376,238814.96690217577,0.0,238814.96690217577,0.0,0.0488048655987569
213,1k,16,TP_DRL,42,236,73,7,0,0,2597.231732240437,18.37433949036132,1229304.9790479068,243360.6133109289,0.0,243360.6133109289,0.0,0.0575326528055011
214,1k,16,TP_DRL,42,234,73,10,0,0,2597.231732240437,19.33710080401553,1235352.3123228326,243360.6133109289,0.0,243360.6133109289,0.0,0.0553087778087948
215,1k,16,TP_DRL,42,234,71,9,0,0,2597.231738844905,19.4069619911189,1239916.4805281092,243360.6139297677,0.0,243360.6139297677,0.0,0.056304821259126
216,1k,16,TP_DRL,42,229,74,9,0,0,2597.2317455332995,19.13226534694697,1241671.6726680845,243360.6145564702,0.0,243360.6145564702,0.0,0.0570769439675164
217,1k,16,TP_DRL,42,230,68,8,0,0,2548.718963737201,18.98602091699111,1236771.3893751402,238814.96690217577,0.0,238814.96690217577,0.0,0.0625594999267418
218,1k,16,TP_DRL,42,231,68,8,0,0,2548.718963737201,18.940924312843528,1233141.941818366,238814.96690217577,0.0,238814.96690217577,0.0,0.0617717609130936
219,1k,16,TP_DRL,42,236,73,7,0,0,2597.231732240437,19.07810587988028,1234823.854700966,243360.6133109289,0.0,243360.6133109289,0.0,0.0585401481698457
220,1k,16,TP_DRL,42,231,71,8,0,0,2597.2317455332995,19.71980685298661,1245687.6209020317,243360.6145564702,0.0,243360.6145564702,0.0,0.0585495104523537
